Grapheme	IPA	Frequency	Examples	Languages
ʌi$	ʌi	6	bʌigun//khʌiɂ	Bartole/Tharpu/Dandatole/Chaukibari
ᵴh$	ᵴh	5	tᵴhuk//tᵴhuk	Bartole/Tharpu/Bastim/Dandatole/Chaukibari
^ḍ	ḍ	5	ḍori//ḍoŋ	Tharpu/Bartole/Bastim/Chaukibari
ya$	ya	5	pyaj//pyaj	Bartole/Tharpu/Bastim/Dandatole/Chaukibari
^b̤h	b̤h	5	b̤hẽnd̺a//b̤hẽnd̺a	Bartole/Tharpu/Bastim/Dandatole/Chaukibari
ɦ	+ ɦ	5	biɦan//biɦani	Bartole/Tharpu/Dandatole/Chaukibari
ᴐ	+ ᴐ	5	chᴐ//chᴐ	Bartole/Tharpu/Bastim/Dandatole/Chaukibari
ṭh$	ṭh	5	aṭh//aṭh	Bartole/Tharpu/Bastim/Dandatole/Chaukibari
mm$	mm	5	imma//imma	Tharpu/Dandatole/Bastim/Chaukibari
th	+ th	4	hathaudo//hathaudo	Chaukibari/Bartole/Bastim
^aũ	aũ	4	aũt̺hi//aũt̺hi	Tharpu/Bartole/Bastim/Chaukibari
t̺h	+ t̺h	4	aũt̺hi//aũt̺hi	Tharpu/Bartole/Bastim/Chaukibari
^m̤	m̤	4	m̤i//m̤i	Dandatole/Chaukibari/Bartole/Bastim
^t̺h	t̺h	4	t̺habut̺//t̺habut̺	Dandatole/Chaukibari/Bartole/Bastim
^dz	dz	4	dzʌra//dzou	Dandatole
^ã	ã	4	ãbu//ãp	Dandatole/Tharpu/Bartole/Bastim
ʌu$	ʌu	4	jʌu//jʌu	Tharpu/Bartole/Bastim/Chaukibari
ḍh	+ ḍh	4	buḍhi//budhibuḍhi	Dandatole/Chaukibari/Bartole/Bastim
^ʌi	ʌi	4	ʌi//ʌi	Tharpu/Bartole/Chaukibari
a̺	a̺	4	t̺uŋma̺//t̺uŋma̺	Dandatole/Tharpu/Bartole
^ṭ	ṭ	3	ṭʌŋkho//ṭil	Bastim/Chaukibari
ŋs	+ ŋs	3	sʌŋsipʌt̺pu//sʌŋsibait̺buŋ	Bastim/Bartole
^b̤	b̤	3	b̤ʌnt̺a//b̤ʌnt̺a	Chaukibari/Bartole/Bastim
ai$	ai	3	bhaisi//khaijeɂgo	Tharpu/Dandatole
gh	+ gh	3	jaɂghŋma//jaghaŋ	Dandatole/Bastim/Bartole
^o	o	3	omgo//omgo	Tharpu/Dandatole/Bastim
ts$	ts	3	atsitsi//atsitsi	Dandatole/Bastim/Bartole
ʃ	+ ʃ	2	puʃk//puʃk	Chaukibari/Bartole
ŭ	ŭ	2	bhŭḍi//soŭ	Bartole/Dandatole
rsh$	rsh	2	barsha//barsh	Tharpu/Bastim
iu$	iu	2	dhiu//piu	Chaukibari/Dandatole
ui	ui	2	mɂkmui//ikhuitse	Chaukibari/Dandatole
ou	ou	2	bʌlout̺a//bʌlout̺a	Dandatole/Bartole
v	+ v	2	d̤uwãv//khvɂpmʌ	Bastim
^ai	ai	2	ai//ai	Bastim/Dandatole
ns	+ ns	2	ŋeɂnmensi//ŋeɂnmenset̺	Bartole
eu$	eu	2	tsheu//tsheu	Dandatole/Bartole
ks$	ks	2	ʌkse//aksaṭ	Chaukibari/Bartole
kh$	kh	2	ikhuitse//ikhotse	Bastim/Dandatole
ɂ̺	+ ɂ̺	2	khʌiɂ̺ma//khʌiɂ̺tma	Tharpu/Bartole
^A	A	1	Aŋpoɂk	Chaukibari
bh	+ bh	1	nãbhk	Chaukibari
ɨ	ɨ	1	kɨŋ	Bartole
dz	+ dz	1	puŋdza	Tharpu
ῐ	+ ῐ	1	t̺ῐ	Bastim
ʔ	+ ʔ	1	lad̺iʔma	Tharpu
aʌ	aʌ	1	sʌraʌ	Dandatole
ms	+ ms	1	namsuri	Tharpu
^d̤h	d̤h	1	d̤huwã	Dandatole
ʌũ$	ʌũ	1	gʌũ	Bartole
ou$	ou	1	dzou	Dandatole
oũ$	oũ	1	soũwa	Bastim
tt	+ tt	1	kuttima	Dandatole
ũ	ũ	1	nũ	Dandatole
ie$	ie	1	mient̺o	Bastim
rs	+ rs	1	bʌrsʌ	Dandatole
ʌya	ʌya	1	nʌya	Tharpu
oa	oa	1	waɂpoa	Bartole
ae$	ae	1	ɦaejuɂ	Dandatole
kk$	kk	1	tshkko	Tharpu
ʌi	ʌi	1	nikʌi	Bartole
io	io	1	turnioɂ	Tharpu
^th	th	1	thuma	Chaukibari
oi$	oi	1	roit̺mʌ	Bastim
ʌi̺	ʌi̺	1	khʌi̺mʌ	Bastim
^t̺s	t̺s	1	t̺seɂma	Chaukibari
ŋp	ŋ p	7	A ŋ p o ɂ k//s ʌ ŋ p o	
ŋm	ŋ m	21	t̺ a ŋ m o//t̺ a ŋ m o	
bhk	bh k	1	n ã bh k	
ʃk	ʃ k	2	p u ʃ k//p u ʃ k	
kph	k ph	3	tsh u k ph ʌ//tsh u ɂ k ph a ɂ u	
tk	t k	2	h a t k e l a//m e ɂ t k o	
ŋdz	ŋ dz	1	p u ŋ dz a	
ŋg	ŋ g	4	a ŋ g u l a//kh a nn u ŋ g o	
ml	m l	1	ʌ m l o	
mb	m b	5	ʌ m b u ɂ l o//a m b u b u	
ŋb	ŋ b	5	t̺ ʌ ŋ b ʌ r ʌ k//t̺ u ŋ b o r o	
rn	r n	2	r u r n//t u r n io ɂ	
pt̺	p t̺	1	s ʌ p t̺ e n	
^dw	^ d w	2	d w a r//d w a r	
mkh	m kh	1	l a m kh o ɂ m	
rt	r t	2	m a r t o l//m a r t o l	
^tshr	^ tsh r	1	tsh r i	
ln	l n	1	b i ts ʌ k ʌ l n	
nts	n ts	5	b ʌ n ts ʌ r o//b ʌ n ts ʌ r o	
gr	g r	3	m ʌ ɂ g r i//m ʌ ɂ g r i	
pm	p m	9	l u ɂ p m i//l u ɂ p m i	
ndr	n d r	3	m u n d r o//i n d r e n i	
pmn	p m n	1	l a d̺ i p m n	
ʔm	ʔ m	1	l a d̺ i ʔ m a	
mtsh	m tsh	2	n ʌ m tsh ʌ r a//u m tsh u t	
nmn	n m n	1	s a ŋ e n m n	
nm	n m	19	s ʌ ŋ e n m a//s a ŋ e n m a n	
rsh	rsh	2	b a rsh a//b a rsh	
km	k m	4	m ɂ k m ui//kh a k m a	
skh	s kh	1	w a s kh e p	
mk	m k	4	b i j u l i + ts ʌ m k ʌ n u//ts ʌ m k o l i n ts o	
ŋn	ŋ n	1	tsh e r e ŋ n ʌ mm a	
lk	l k	2	dh a l k u//dh a l k u	
ŋṭ	ŋ ṭ	2	l a ŋ ṭ ʌ k//l a ŋ ṭ ʌ k	
mn	m n	3	ɦ i m n ʌ//u m n u ŋ	
gw	g w	2	s ʌ r e g w a//ph e g w a	
rtsh	r tsh	18	ɦ ʌ r tsh o ɂ m p//m e r tsh a	
mp	m p	2	ɦ ʌ r tsh o ɂ m p//u m p e n	
ŋph	ŋ ph	4	s ʌ ŋ ph u k//s u ŋ ph ʌ k	
mphk	m ph k	1	s u m ph k ʌ	
mph	m ph	1	s u m ph u k	
ŋkh	ŋ kh	7	ṭ ʌ ŋ kh o//m ʌ ŋ kh a	
t̺p	t̺ p	1	s ʌ ŋs i p ʌ t̺ p u	
lph	l ph	1	t̺ u l ph a l	
t̺b	t̺ b	1	s ʌ ŋs i b ai t̺ b u ŋ	
mts	m ts	5	ts a m ts a//ts a m ts a	
nt̺	n t̺	9	b̤ ʌ n t̺ a//bh e n t̺ a	
rd	r d	3	h ʌ r d i//ɦ ʌ r d i	
ŋkhn	ŋ kh n	1	m ʌ ŋ kh n	
nd̺	n d̺	4	b̤h ẽ n d̺ a//b̤h ẽ n d̺ a	
nd	n d	1	b̤h e n d a	
ntsh	n tsh	3	u n tsh u t̺//w a n tsh ʌ b a ŋ	
ŋt̺	ŋ t̺	4	kh u ŋ t̺ a ŋ//kh u ŋ t̺ a ŋ	
khr	kh r	1	b a kh r a	
pj	p j	1	p o ɂ p j o ɂ ŋ m a	
gj	g j	1	ts i g j a n	
ghŋm	gh ŋ m	1	j a ɂ gh ŋ m a	
gm	g m	1	j a ɂ g m a	
rtshm	r tsh m	1	m i r tsh m a	
nṭ	n ṭ	3	l e n ṭ o//l e n ṭ o	
sr	s r	2	kh au s r o ŋ//n ʌ m ṭ i s r o ŋ	
mt̺	m t̺	4	n a m t̺ i//n a m t̺ i	
mṭ	m ṭ	1	n ʌ m ṭ i s r o ŋ	
md	m d	1	r i m d o n	
ṭw	ṭ w	1	p e ṭ w a ŋ	
pkh	p kh	1	tsh o p kh a g o	
bg	b g	1	tsh o b g o	
^tj	^ t j	1	t j u k o	
tw	t w	1	tsh o tsh o t w a	
ŋl	ŋ l	1	ts u ŋ l o w a	
ŋw	ŋ w	1	ph e ŋ w a	
br	b r	2	d e b r e//d e b r e	
kt	k t	1	ŋ e k t a ŋ kh a	
pt	p t	1	k e p t a ŋ	
ŋtsh	ŋ tsh	4	l u ŋ tsh o//l u ŋ tsh o	
ng	n g	6	j a n g o tsh//i n k a n g o	
thr	th r	1	b u th r u m a	
mg	m g	5	o m g o//o m g o	
kts	k ts	8	m ʌ k ts u k//m ʌ k ts u k	
^tsj	^ ts j	1	ts j u kk o	
^tshkk	^ tsh kk	1	tsh kk o	
kp	k p	5	ʌ k p o//ɦ i k p o	
pg	p g	1	ph e ɂ p g o	
ṭh	ṭh	5	a ṭh//a ṭh	
gts	g ts	1	ɦ a g ts e	
lt	l t	1	ph a l t o	
sṭ	s ṭ	1	ph i s ṭ i n e	
ḍg	ḍ g	2	k e ḍ g o//k e ḍ g o	
rkh	r kh	1	k e r kh a r g o	
rg	r g	1	k e r kh a r g o	
gl	g l	1	j u g l o	
^tshw	^ tsh w	1	tsh w a	
nmm	n mm	1	a p u n mm a	
^khv	^ kh v	1	kh v ɂ p m ʌ	
t̺m	t̺ m	12	ɦ u t̺ m a//ɦ u t̺ m a	
ṭm	ṭ m	1	s i ṭ m a	
tm	t m	5	s e ɂ t m a//r o ɂ t m a	
ŋk	ŋ k	4	u ŋ k a//u ŋ k a	
nk	n k	10	i n k a n//i n k a n	
ktts	k t ts	1	ɦ u k t ts e	
